V2Codes,Description
U064z,"[X]Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, unspecified occupant of heavy transport vehicle injured in traffic accident"
U065.,[X]Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle
U0650,"[X]Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, driver injured in nontraffic accident"
U0651,"[X]Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, passenger injured in nontraffic accident"
U0652,"[X]Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, person on outside of vehicle injured in nontraffic accident"
U0653,"[X]Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, unspecified occupant of heavy transport vehicle injured in nontraffic accident"
U0654,"[X]Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, person injured while boarding or alighting"
U0655,"[X]Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, driver injured in traffic accident"
U0656,"[X]Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, passenger injured in traffic accident"
U0657,"[X]Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, person on outside of vehicle injured in traffic accident"
U065z,"[X]Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, unspecified occupant of heavy transport vehicle injured in traffic accident"
U066.,[X]Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle
U0660,"[X]Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, driver injured in nontraffic accident"
U0661,"[X]Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, passenger injured in nontraffic accident"
U0662,"[X]Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle injured in nontraffic accident"
U0663,"[X]Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, unspecified occupant of heavy transport vehicle injured in nontraffic accident"
U0664,"[X]Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, person injured while boarding or alighting"
U0665,"[X]Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, driver injured in traffic accident"
U0666,"[X]Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, passenger injured in traffic accident"
U0667,"[X]Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle injured in traffic accident"
U066z,"[X]Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle, unspecified occupant of heavy transport vehicle injured in traffic accident"
U067.,[X]Occupant of heavy transport vehicle injured in collision with fixed or stationary object
U0670,"[X]Occupant of heavy transport vehicle injured in collision with fixed or stationary object, driver injured in nontraffic accident"
U0671,"[X]Occupant of heavy transport vehicle injured in collision with fixed or stationary object, passenger injured in nontraffic accident"
U0672,"[X]Occupant of heavy transport vehicle injured in collision with fixed or stationary object, person on outside of vehicle injured in nontraffic accident"
U0673,"[X]Occupant of heavy transport vehicle injured in collision with fixed or stationary object, unspecified occupant of heavy transport vehicle injured in nontraffic accident"
U0674,"[X]Occupant of heavy transport vehicle injured in collision with fixed or stationary object, person injured while boarding or alighting"
U0675,"[X]Occupant of heavy transport vehicle injured in collision with fixed or stationary object, driver injured in traffic accident"
U0676,"[X]Occupant of heavy transport vehicle injured in collision with fixed or stationary object, passenger injured in traffic accident"
U0677,"[X]Occupant of heavy transport vehicle injured in collision with fixed or stationary object, person on outside of vehicle injured in traffic accident"
U067z,"[X]Occupant of heavy transport vehicle injured in collision with fixed or stationary object, unspecified occupant of heavy transport vehicle injured in traffic accident"
U06z.,[X]Occupant of heavy transport vehicle injured in other and unspecified transport accidents
XE2cE,[X]Heavy goods vehicle driver injured in collision with other and unspecified motor vehicles in nontraffic accident
XE2cF,[X]Passenger of heavy transport vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident
U06z2,[X]Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident
U06z3,[X]Occupant [any] of heavy transport vehicle injured in unspecified nontraffic accident
XE2cG,[X]Driver of heavy transport vehicle injured in collision with other and unspecified motor vehicles in traffic accident
XE2ct,[X]Passenger of heavy goods vehicle injured in collision with other and unspecified motor vehicles in traffic accident
U06z6,[X]Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in traffic accident
U06z8,[X]Occupant of heavy transport vehicle [any] injured in other specified transport accidents
U06zz,[X]Occupant of heavy transport vehicle [any] injured in unspecified traffic accident
U07..,[X]Bus occupant injured in transport accident
U070.,[X]Bus occupant injured in collision with pedestrian or animal
U0700,"[X]Bus occupant injured in collision with pedestrian or animal, driver injured in nontraffic accident"
U0701,"[X]Bus occupant injured in collision with pedestrian or animal, passenger injured in nontraffic accident"
U0702,"[X]Bus occupant injured in collision with pedestrian or animal, person on outside of vehicle injured in nontraffic accident"
U0703,"[X]Bus occupant injured in collision with pedestrian or animal, unspecified bus occupant injured in nontraffic accident"
U0704,"[X]Bus occupant injured in collision with pedestrian or animal, person injured while boarding or alighting"
U0705,"[X]Bus occupant injured in collision with pedestrian or animal, driver injured in traffic accident"
U0706,"[X]Bus occupant injured in collision with pedestrian or animal, passenger injured in traffic accident"
U0707,"[X]Bus occupant injured in collision with pedestrian or animal, person on outside of vehicle injured in traffic accident"
U070z,"[X]Bus occupant injured in collision with pedestrian or animal, unspecified bus occupant injured in traffic accident"
U071.,[X]Bus occupant injured in collision with pedal cycle
U0710,"[X]Bus occupant injured in collision with pedal cycle, driver injured in nontraffic accident"
U0711,"[X]Bus occupant injured in collision with pedal cycle, passenger injured in nontraffic accident"
U0712,"[X]Bus occupant injured in collision with pedal cycle, person on outside of vehicle injured in nontraffic accident"
U0713,"[X]Bus occupant injured in collision with pedal cycle, unspecified bus occupant injured in nontraffic accident"
U0714,"[X]Bus occupant injured in collision with pedal cycle, person injured while boarding or alighting"
U0715,"[X]Bus occupant injured in collision with pedal cycle, driver injured in traffic accident"
U0716,"[X]Bus occupant injured in collision with pedal cycle, passenger injured in traffic accident"
U0717,"[X]Bus occupant injured in collision with pedal cycle, person on outside of vehicle injured in traffic accident"
U071z,"[X]Bus occupant injured in collision with pedal cycle, unspecified bus occupant injured in traffic accident"
U072.,[X]Bus occupant injured in collision with two- or three-wheeled motor vehicle
U0720,"[X]Bus occupant injured in collision with two- or three-wheeled motor vehicle, driver injured in nontraffic accident"
U0721,"[X]Bus occupant injured in collision with two- or three-wheeled motor vehicle, passenger injured in nontraffic accident"
U0722,"[X]Bus occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in nontraffic accident"
U0723,"[X]Bus occupant injured in collision with two- or three-wheeled motor vehicle, unspecified bus occupant injured in nontraffic accident"
U0724,"[X]Bus occupant injured in collision with two- or three-wheeled motor vehicle, person injured while boarding or alighting"
U0725,"[X]Bus occupant injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident"
U0726,"[X]Bus occupant injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident"
U0727,"[X]Bus occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in traffic accident"
U072z,"[X]Bus occupant injured in collision with two- or three-wheeled motor vehicle, unspecified bus occupant injured in traffic accident"
U073.,"[X]Bus occupant injured in collision with car, pick-up truck or van"
U0730,"[X]Bus occupant injured in collision with car, pick-up truck or van, driver injured in nontraffic accident"
U0731,"[X]Bus occupant injured in collision with car, pick-up truck or van, passenger injured in nontraffic accident"
U0732,"[X]Bus occupant injured in collision with car, pick-up truck or van, person on outside of vehicle injured in nontraffic accident"
U0733,"[X]Bus occupant injured in collision with car, pick-up truck or van, unspecified bus occupant injured in nontraffic accident"
U0734,"[X]Bus occupant injured in collision with car, pick-up truck or van, person injured while boarding or alighting"
U0735,"[X]Bus occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"
U0736,"[X]Bus occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident"
U0737,"[X]Bus occupant injured in collision with car, pick-up truck or van, person on outside of vehicle injured in traffic accident"
U073z,"[X]Bus occupant injured in collision with car, pick-up truck or van, unspecified bus occupant injured in traffic accident"
U074.,[X]Bus occupant injured in collision with heavy transport vehicle or bus
U0740,"[X]Bus occupant injured in collision with heavy transport vehicle or bus, driver injured in nontraffic accident"
U0741,"[X]Bus occupant injured in collision with heavy transport vehicle or bus, passenger injured in nontraffic accident"
U0742,"[X]Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in nontraffic accident"
U0743,"[X]Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant injured in nontraffic accident"
U0744,"[X]Bus occupant injured in collision with heavy transport vehicle or bus, person injured while boarding or alighting"
U0745,"[X]Bus occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"
U0746,"[X]Bus occupant injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident"
U0747,"[X]Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in traffic accident"
U074z,"[X]Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant injured in traffic accident"
U075.,[X]Bus occupant injured in collision with railway train or railway vehicle
U0750,"[X]Bus occupant injured in collision with railway train or railway vehicle, driver injured in nontraffic accident"
U0751,"[X]Bus occupant injured in collision with railway train or railway vehicle, passenger injured in nontraffic accident"
U0752,"[X]Bus occupant injured in collision with railway train or railway vehicle, person on outside of vehicle injured in nontraffic accident"
U0753,"[X]Bus occupant injured in collision with railway train or railway vehicle, unspecified bus occupant injured in nontraffic accident"
U0754,"[X]Bus occupant injured in collision with railway train or railway vehicle, person injured while boarding or alighting"
U0755,"[X]Bus occupant injured in collision with railway train or railway vehicle, driver injured in traffic accident"
U0756,"[X]Bus occupant injured in collision with railway train or railway vehicle, passenger injured in traffic accident"
U0757,"[X]Bus occupant injured in collision with railway train or railway vehicle, person on outside of vehicle injured in traffic accident"
U075z,"[X]Bus occupant injured in collision with railway train or railway vehicle, unspecified bus occupant injured in traffic accident"
U076.,[X]Bus occupant injured in collision with other nonmotor vehicle
U0760,"[X]Bus occupant injured in collision with other nonmotor vehicle, driver injured in nontraffic accident"
U0761,"[X]Bus occupant injured in collision with other nonmotor vehicle, passenger injured in nontraffic accident"
U0762,"[X]Bus occupant injured in collision with other nonmotor vehicle, person on outside of vehicle injured in nontraffic accident"
U0763,"[X]Bus occupant injured in collision with other nonmotor vehicle, unspecified bus occupant injured in nontraffic accident"
U0764,"[X]Bus occupant injured in collision with other nonmotor vehicle, person injured while boarding or alighting"
U0765,"[X]Bus occupant injured in collision with other nonmotor vehicle, driver injured in traffic accident"
U0766,"[X]Bus occupant injured in collision with other nonmotor vehicle, passenger injured in traffic accident"
U0767,"[X]Bus occupant injured in collision with other nonmotor vehicle, person on outside of vehicle injured in traffic accident"
U076z,"[X]Bus occupant injured in collision with other nonmotor vehicle, unspecified bus occupant injured in traffic accident"
U077.,[X]Bus occupant injured in collision with fixed or stationary object
U0770,"[X]Bus occupant injured in collision with fixed or stationary object, driver injured in nontraffic accident"
U0771,"[X]Bus occupant injured in collision with fixed or stationary object, passenger injured in nontraffic accident"
U0772,"[X]Bus occupant injured in collision with fixed or stationary object, person on outside of vehicle injured in nontraffic accident"
U0773,"[X]Bus occupant injured in collision with fixed or stationary object, unspecified bus occupant injured in nontraffic accident"
U0774,"[X]Bus occupant injured in collision with fixed or stationary object, person injured while boarding or alighting"
U0775,"[X]Bus occupant injured in collision with fixed or stationary object, driver injured in traffic accident"
U0776,"[X]Bus occupant injured in collision with fixed or stationary object, passenger injured in traffic accident"
U0777,"[X]Bus occupant injured in collision with fixed or stationary object, person on outside of vehicle injured in traffic accident"
U077z,"[X]Bus occupant injured in collision with fixed or stationary object, unspecified bus occupant injured in traffic accident"
U07z.,[X]Bus occupant injured in other and unspecified transport accidents
XE2cH,[X]Bus driver injured in collision with other and unspecified motor vehicles in nontraffic accident
XE2cI,[X]Bus passenger injured in collision with other and unspecified motor vehicles in nontraffic accident
U07z2,[X]Unspecified bus occupant injured in collision with other and unspecified motor vehicles in nontraffic accident
U07z3,[X]Bus occupant [any] injured in unspecified nontraffic accident
XE2cJ,[X]Bus driver injured in collision with other and unspecified motor vehicles in traffic accident
XE2r5,[X]Bus passenger injured in collision with other and unspecified motor vehicles in traffic accident
U07z6,[X]Unspecified bus occupant injured in collision with other and unspecified motor vehicles in traffic accident
U07z8,[X]Bus occupant [any] injured in other specified transport accidents
U07zz,[X]Bus occupant [any] injured in unspecified traffic accident
U08..,[X]Other land transport accidents
U080.,[X]Animal-rider or occupant of animal-drawn vehicle injured in transport accident
U0800,[X]Rider or occupant injured by fall from or being thrown from animal or animal-drawn vehicle in noncollision accident
U0801,[X]Rider or occupant injured in collision with pedestrian or animal
U0802,[X]Rider or occupant injured in collision with pedal cycle
U0803,[X]Rider or occupant injured in collision with two- or three-wheeled motor vehicle
U0804,"[X]Rider or occupant injured in collision with car, pick-up truck, van, heavy transport vehicle or bus"
U0805,[X]Rider or occupant injured in collision with other specified motor vehicle
U0806,[X]Rider or occupant injured in collision with railway train or railway vehicle
U0807,[X]Rider or occupant injured in collision with other nonmotor vehicle
U0808,[X]Rider or occupant injured in collision with fixed or stationary object
U080z,[X]Rider or occupant injured in other and unspecified transport accidents
U081.,[X]Occupant of railway train or railway vehicle injured in transport accident
U0810,[X]Occupant of railway train or railway vehicle injured in collision with motor vehicle in nontraffic accident
U0811,[X]Occupant of railway train or railway vehicle injured in collision with motor vehicle in traffic accident
U0812,[X]Occupant or railway train or railway vehicle injured in collision with or hit by rolling stock
U0813,[X]Occupant or railway train or railway vehicle injured in collision with other object
U0814,[X]Person injuree while boarding or alighting from railway train or railway vehicle
U0815,[X]Occupant of railway train or railway vehicle injured by fall in railway train or railway vehicle
U0816,[X]Occupant of railway train or railway vehicle injured by fall from railway train or railway vehicle
U0817,[X]Occupant of railway train or railway vehicle injured in derailment without antecedent collision
U0818,[X]Occupant of railway train or railway vehicle injured in other specified railway accidents
U081z,[X]Occupant of railway train or railway vehicle injured in unspecified railway accident
U082.,[X]Occupant of streetcar injured in transport accident
U0820,[X]Occupant of streetcar injured in collision with motor vehicle in nontraffic accident
U0821,[X]Occupant of streetcar injured in collision with motor vehicle in traffic acc
U0822,[X]Occupant of streetcar injured in collision with or hit by rolling stock
U0823,[X]Occupant of streetcar injured in collision with other object
U0824,[X]Person injured while boarding or alighting from streetcar
U0825,[X]Occupant of streetcar injured by fall in streetcar
U0826,[X]Occupant of streetcar injured by fall from streetcar
U0827,[X]Occupant of streetcar injured in derailment without antecedent collision
U0828,[X]Occupant of streetcar injured in other specified transport accidents
U082z,[X]Occupant of streetcar injured in unspecified traffic accident
U083.,[X]Occupant of special vehicle mainly used on industrial premises injured in transport accident
U0830,[X]Driver of special industrial vehicle injured in traffic accident
U0831,[X]Passenger of special industrial vehicle injured in traffic accident
U0832,[X]Person on outside of special industrial vehicle injured in traffic accident
U0833,[X]Unspecified occupant of special industrial vehicle injured in traffic accident
U0834,[X]Person injured while boarding or alighting from special industrial vehicle
U0835,[X]Driver of special industrial vehicle injured in nontraffic accident
U0836,[X]Passenger of special industrial vehicle injured in nontraffic accident
U0837,[X]Person on outside of special industrial vehicle injured in nontraffic accident
U083z,[X]Unspecified occupant of special industrial vehicle injured in nontraffic accident
U084.,[X]Occupant of special vehicle mainly used in agriculture injured in transport accident
U0840,[X]Driver of special agricultural vehicle injured in traffic accident
U0841,[X]Passenger of special agricultural vehicle injured in traffic accident
U0842,[X]Person on outside of special agricultural vehicle injured in traffic accident
U0843,[X]Unspecified occupant of special agricultural vehicle injured in traffic accident
U0844,[X]Person injured while boarding or alighting from special agricultural vehicle
U0845,[X]Driver of special agricultural vehicle injured in nontraffic accident
U0846,[X]Passenger of special agricultural vehicle injured in nontraffic accident
U0847,[X]Person on outside of special agricultural vehicle injured in nontraffic accident
U084z,[X]Unspecified occupant of special agricultural vehicle injured in nontraffic accident
U085.,[X]Occupant of special construction vehicle injured in transport accident
U0850,[X]Driver of special construction vehicle injured in traffic accident
U0851,[X]Passenger of special construction vehicle injured in traffic accident
U0852,[X]Person on outside of special construction vehicle injured in traffic accident
U0853,[X]Unspecified occupant of special construction vehicle injured in traffic accident
U0854,[X]Person injured while boarding or alighting from special construction vehicle
U0855,[X]Driver of special construction vehicle injured in nontraffic accident
U0856,[X]Passenger of special construction vehicle injured in nontraffic accident
U0857,[X]Person on outside of special construction vehicle injured in nontraffic accident
U085z,[X]Unspecified occupant of special construction vehicle injured in nontraffic accident
U086.,"[X]Occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident"
U0860,[X]Driver of all-terrain or other off-road motor vehicle injured in traffic accident
U0861,[X]Passenger of all-terrain or other off-road motor vehicle injured in traffic accident
U0862,[X]Person on outside of all-terrain or other off-road motor vehicle injured in traffic accident
U0863,[X]Unspecified occupant of all-terrain or off-road motor vehicle injured in traffic accident
U0864,[X]Person injured while boarding or alighting from all-terrain or other off-road motor vehicle
U0865,[X]Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident
U0866,[X]Passenger of all-terrain or other off-road motor vehicle injured in nontraffic accident
U0867,[X]Person on outside of all-terrain or other off-road motor vehicle injured in nontraffic accident
U086z,[X]Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident
U087.,[X]Traffic accident of specified type but victim's mode of transport unknown
U0870,[X]Person injured in collision between car and two- or three-wheeled motor vehicle (traffic)
U0871,[X]Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic)
U0872,[X]Person injured in collision between car and pick-up truck or van (traffic)
U0873,[X]Person injured in collision between car and bus (traffic)
U0874,[X]Person injured in collision between car and heavy transport vehicle (traffic)
U0875,[X]Person injured in collision between heavy transport vehicle and bus (traffic)
U0876,[X]Person injured in collision between railway train or railway vehicle and car (traffic)
U0877,[X]Person injured in collision between other specified motor vehicles (traffic)
U087z,[X]Person injured in other specified (collision) (noncollision) transport accidents involving nonmotor vehicle (traffic)
U088.,[X]Nontraffic accident of specified type but victim's mode of transport unknown
U0880,"[X]Person injured in collision between car and two- or three-wheeled motor vehicle, nontraffic"
U0881,"[X]Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle, nontraffic"
U0882,"[X]Person injured in collision between car and pick-up truck or van, nontraffic"
U0883,"[X]Person injured in collision between car and bus, nontraffic"
U0884,"[X]Person injured in collision between car and heavy transport vehicle, nontraffic"
U0885,"[X]Person injured in collision between heavy transport vehicle and bus, nontraffic"
U0886,"[X]Person injured in collision between railway train or railway vehicle and car, nontraffic"
U0887,"[X]Person injured in collision between other specified motor vehicles, nontraffic"
U088z,"[X]Person injured in other specified (collision)(noncollision) transport accidents involving nonmotor vehicle, nontraffic"
U08z.,"[X]Motor- or nonmotor-vehicle accident, type of vehicle unspecified"
U08z0,"[X]Person injured in unspecified motor-vehicle accident, nontraffic"
U08z1,"[X]Person injured in unspecified nonmotor-vehicle accident, nontraffic"
U08z2,"[X]Person injured in unspecified motor-vehicle accident, traffic"
U08z3,"[X]Person injured in unspecified nonmotor-vehicle accident, traffic"
U08zz,[X]Person injured in unspecified vehicle accident
U09..,[X]Water transport accidents
U090.,[X]Accident to watercraft causing drowning and submersion
U0900,"[X]Accident to watercraft causing drowning and submersion, merchant ship"
U0901,"[X]Accident to watercraft causing drowning and submersion, passenger ship"
U0902,"[X]Accident to watercraft causing drowning and submersion, fishing boat"
U0903,"[X]Accident to watercraft causing drowning and submersion, other powered watercraft"
U0904,"[X]Accident to watercraft causing drowning and submersion, sailboat"
U0905,"[X]Accident to watercraft causing drowning and submersion, canoe or kayak"
U0906,"[X]Accident to watercraft causing drowning and submersion, inflatable craft (nonpowered)"
U0907,"[X]Accident to watercraft causing drowning and submersion, water-skis"
U0908,"[X]Accident to watercraft causing drowning and submersion, other unpowered watercraft"
U090z,"[X]Accident to watercraft causing drowning and submersion, unspecified watercraft"
U091.,[X]Accident to watercraft causing other injury
U0910,"[X]Accident to watercraft causing other injury, merchant ship"
U0911,"[X]Accident to watercraft causing other injury, passenger ship"
U0912,"[X]Accident to watercraft causing other injury, fishing boat"
U0913,"[X]Accident to watercraft causing other injury, other powered watercraft"
U0914,"[X]Accident to watercraft causing other injury, sailboat"
U0915,"[X]Accident to watercraft causing other injury, canoe/kayak"
U0916,"[X]Accident to watercraft causing other injury, inflatable craft (nonpowered)"
U0917,"[X]Accident to watercraft causing other injury, water-skis"
U0918,"[X]Accident to watercraft causing other injury, other unpowered watercraft"
U091z,"[X]Accident to watercraft causing other injury, unspecified watercraft"
U092.,[X]Water-transport-related drowning and submersion without accident to watercraft
U0920,"[X]Water-transport-related drowning and submersion without accident to watercraft, merchant ship"
U0921,"[X]Water-transport-related drowning and submersion without accident to watercraft, passenger ship"
U0922,"[X]Water-transport-related drowning and submersion without accident to watercraft, fishing boat"
U0923,"[X]Water-transport-related drowning and submersion without accident to watercraft, other powered watercraft"
U0924,"[X]Water-transport-related drowning and submersion without accident to watercraft, sailboat"
U0925,"[X]Water-transport-related drowning and submersion without accident to watercraft, canoe or kayak"
U0926,"[X]Water-transport-related drowning and submersion without accident to watercraft, inflatable craft (nonpowered)"
U0927,"[X]Water-transport-related drowning and submersion without accident to watercraft, water-skis"
U0928,"[X]Water-transport-related drowning and submersion without accident to watercraft, other unpowered watercraft"
U092z,"[X]Water-transport-related drowning and submersion without accident to watercraft, unspecified watercraft"
U093.,"[X]Accident on board watercraft without accident to watercraft, not causing drowning and submersion"
U0930,"[X]Accident on board watercraft without accident to watercraft, not causing drowning and submersion, merchant ship"
U0931,"[X]Accident on board watercraft without accident to watercraft, not causing drowning and submersion, passenger ship"
U0932,"[X]Accident on board watercraft without accident to watercraft, not causing drowning and submersion, fishing boat"
U0933,"[X]Accident on board watercraft without accident to watercraft, not causing drowning and submersion, other powered watercraft"
U0934,"[X]Accident on board watercraft without accident to watercraft, not causing drowning and submersion, sailboat"
U0935,"[X]Accident on board watercraft without accident to watercraft, not causing drowning and submersion, canoe or kayak"
U0936,"[X]Accident on board watercraft without accident to watercraft, not causing drowning and submersion, inflatable craft (nonpowered)"
U0937,"[X]Accident on board watercraft without accident to watercraft, not causing drowning and submersion, water-skis"
U0938,"[X]Accident on board watercraft without accident to watercraft, not causing drowning and submersion, other unpowered watercraft"
U093z,"[X]Accident on board watercraft without accident to watercraft, not causing drowning and submersion, unspecified watercraft"
U09z.,[X]Other and unspecified water transport accidents
U09z0,"[X]Other and unspecified water transport accidents, merchant ship"
U09z1,"[X]Other and unspecified water transport accidents, passenger ship"
U09z2,"[X]Other and unspecified water transport accidents, fishing boat"
U09z3,"[X]Other and unspecified water transport accidents, other powered watercraft"
U09z4,"[X]Other and unspecified water transport accidents, sailboat"
U09z5,"[X]Other and unspecified water transport accidents, canoe or kayak"
U09z6,"[X]Other and unspecified water transport accidents, inflatable craft (nonpowered)"
U09z7,"[X]Other and unspecified water transport accidents, water-skis"
U09z8,"[X]Other and unspecified water transport accidents, other unpowered watercraft"
U09zz,"[X]Other and unspecified water transport accidents, unspecified watercraft"
U0A..,[X]Air and space transport accidents
U0A0.,[X]Accident to powered aircraft causing injury to occupant
U0A00,[X]Helicopter accident injuring occupant
U0A01,"[X]Microlight, ultralight or powered glider accident injuring occupant"
U0A02,"[X]Accident to other private fixed-wing aircraft, injuring occupant"
U0A03,"[X]Accident to commercial fixed-wing aircraft, injuring occupant"
U0A04,[X]Spacecraft accident injuring occupant
U0A0y,[X]Other nonpowered-aircraft accidents injuring occupant
U0A0z,[X]Unspecified aircraft accident injuring occupant
U0A1.,[X]Accident to nonpowered aircraft causing injury to occupant
U0A10,[X]Balloon accident injuring occupant
U0A11,[X]Hang glider accident injuring occupant
U0A12,[X]Glider (nonpowered) accident injuring occupant
U0A1y,[X]Other nonpowered aircraft accidents injuring occupant
U0A1z,[X]Unspecified nonpowered aircraft accident injuring occupant
U0Ay.,[X]Other specified air transport accidents
U0Ay0,[X]Occupant of aircraft injured in other specified air transport accidents
U0Ay1,[X]Person injured while boarding or alighting from aircraft
U0Ay2,[X]Parachutist injured in air transport accident
U0Ay3,[X]Person on ground injured in air transport accident
U0Ayy,"[X]Other air transport accidents, not elsewhere classified"
U0z..,[X]Other and unspecified transport accidents
U0zy.,[X]Other specified transport accidents
XaBI4,[X]Driver injured in collision with other and unspecified motor vehicles in nontraffic accident
XaBI7,[X]Driver injured in collision with other and unspecified motor vehicles in traffic accident
XaBIJ,[X]Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident
XaBIK,[X]Passenger injured in collision with other and unspecified motor vehicles in traffic accident
U0zz.,[X]Unspecified transport accident
